YEAR,MONTH,mean_temp,median_temp,var_temp,min_temp,max_temp,mean_prcp,median_prcp,var_prcp,min_prcp,max_prcp
1950,1,37.49990377798035,38.7,415.967621667117,-36.1,76.8,0.012607924921793535,0.0,0.008996858462582722,0.0,2.68
1950,2,39.40449840541599,39.6,266.60770581513935,-21.4,77.4,0.007552758588057159,0.0,0.0045939725853764,0.0,1.65
1950,3,42.740029527057985,42.4,232.87419482653806,-14.0,84.9,0.009965009869011304,0.0,0.006713475671049738,0.0,2.09
1950,4,51.81309799789252,51.4,167.01643520932114,10.2,86.4,0.00754300800545052,0.0,0.00463819229886356,0.0,2.44
1950,5,62.52700969578823,62.6,128.66462289119406,19.1,94.4,0.008341326277492971,0.0,0.00733802422931663,0.0,4.53
1950,6,70.5152699692373,71.1,98.72133632715479,25.6,104.6,0.007233974614831963,0.0,0.006128569153792426,0.0,3.03
1950,7,73.06174389993849,73.4,57.05657966230245,37.4,105.0,0.015160574875798437,0.0,0.017812874577186926,0.0,3.82
1950,8,72.22080155602191,72.4,64.52031051636052,45.9,100.8,0.008590995081346954,0.0,0.009575220548540557,0.0,4.09
1950,9,65.93039537841848,65.9,99.90841989985,26.2,104.2,0.010795329020041029,0.0,0.021923820964529037,0.0,9.76
1950,10,60.17253269916766,60.9,105.662738942357,22.1,89.9,0.006216327652556349,0.0,0.00710531722909419,0.0,5.75
1950,11,45.112358294746926,45.0,210.9994597830516,-12.8,86.6,0.007658749394086282,0.0,0.005966449911726621,0.0,2.91
1950,12,36.94298308929676,36.7,216.01073962353453,-17.9,79.5,0.00919786549212265,0.0,0.006643719083965321,0.0,2.6
1951,1,35.83976278033874,36.7,271.3669773186313,-32.2,76.0,0.007713982863704619,0.0,0.003868413239974617,0.0,1.14
1951,2,38.51395082904517,38.8,276.90522362614985,-22.6,76.9,0.009686723973256924,0.0,0.008165954002734958,0.0,2.99
1951,3,43.62300730227296,42.9,234.76219421614476,-23.9,79.0,0.009160066150230656,0.0,0.005064849811834065,0.0,1.89
1951,4,53.32969835126968,52.8,133.50635791451694,9.7,84.7,0.009367012089810018,0.0,0.0064716521460072484,0.0,2.99
1951,5,63.58767526925422,63.6,101.09070924250994,24.9,98.9,0.007753813782219884,0.0,0.007285026416199521,0.0,3.7
1951,6,69.71831163376731,69.8,101.68853430472744,27.8,98.0,0.011872415829887772,0.0,0.009980654100652754,0.0,2.32
1951,7,75.44935492031368,76.1,70.01231047739489,42.4,102.0,0.009844224924012159,0.0,0.009413798971129612,0.0,2.76
1951,8,74.00165410491172,74.2,87.97434621159242,38.2,100.4,0.00846234309623431,0.0,0.0073811817246447605,0.0,2.87
1951,9,67.22090634125992,67.2,111.46834047706923,28.0,95.9,0.009924908980582525,0.0,0.011855543173776104,0.0,3.82
1951,10,58.11814743848326,58.4,149.50601072749063,14.4,89.8,0.008222622478386166,0.0,0.0067851179549349196,0.0,2.64
1951,11,42.915536693924025,42.1,190.3943686084824,-3.7,80.8,0.010505535656138067,0.0,0.009391790330015127,0.0,3.03
1951,12,37.55793093137988,38.2,323.5688929179861,-21.2,80.9,0.010077027639329406,0.0,0.005396015454640808,0.0,2.17
1952,1,38.05096191791634,37.5,307.17556120776703,-23.0,77.3,0.009195402298850575,0.0,0.005666206499170472,0.0,2.13
1952,2,40.36074687483517,39.7,193.54856144235995,-8.5,77.3,0.008108462143044275,0.0,0.005572561510045255,0.0,2.28
1952,3,43.15910052649707,42.8,205.52668754835284,-12.9,82.4,0.01203131834485172,0.0,0.008143187470519059,0.0,2.13
1952,4,55.1597425155819,55.5,117.41175379871659,19.8,83.0,0.008606069849016318,0.0,0.006586556772427337,0.0,2.6
1952,5,63.63252410383189,63.5,102.5718278107438,29.8,92.3,0.01043261486538314,0.0,0.008844657874513585,0.0,3.07
1952,6,73.39794043256079,74.9,104.78905264418997,31.6,98.1,0.00810912581216775,0.0,0.008778872828180595,0.0,3.46
1952,7,76.59557623980383,77.8,64.61072610047056,42.8,101.2,0.009371469949312091,0.0,0.011631352332475916,0.0,5.87
1952,8,74.85037601474177,75.1,72.24517355618512,40.9,100.4,0.010525596232720645,0.0,0.010160407358455704,0.0,3.11
1952,9,68.72162162162162,69.1,84.9614213988751,36.6,100.6,0.006645925729794135,0.0,0.008697653187920585,0.0,4.33
1952,10,56.08243839555754,55.8,121.51143790557906,20.6,89.7,0.0034997121473805412,0.0,0.004765568109767981,0.0,6.38
1952,11,45.53801226366888,45.8,188.9918305829152,-9.2,81.9,0.006723972552202464,0.0,0.005913676533450251,0.0,3.39
1952,12,38.7898420088158,38.3,154.49874723110543,-9.2,77.8,0.008947979756077324,0.0,0.007216981445677645,0.0,3.15
1953,1,41.2346449704142,41.4,195.81040181684472,-18.9,77.0,0.010338868180277872,0.0,0.0065883287746571996,0.0,1.81
1953,2,40.899355402600236,41.0,185.5108261345945,-22.4,79.1,0.00860190205315083,0.0,0.005427511815048531,0.0,2.24
1953,3,48.14590803575838,48.0,202.72365990717879,-6.4,82.6,0.011501933097999663,0.0,0.008948126456715052,0.0,2.2
1953,4,53.25988250319285,52.9,153.73543607488187,15.9,87.7,0.0113203125,0.0,0.008773315222404314,0.0,3.39
1953,5,63.59225338204799,63.3,151.36939587002638,23.0,96.4,0.009978410054745932,0.0,0.007256723778131978,0.0,2.05
1953,6,72.9607441428424,74.7,119.01296217523064,33.2,98.9,0.007753903345724907,0.0,0.0065872738062364685,0.0,2.99
1953,7,76.36512764260071,77.0,63.15466119537425,46.5,104.0,0.009318427695636494,0.0,0.01035883288673721,0.0,3.54
1953,8,74.48618985825514,75.1,65.5397408901315,42.2,99.9,0.00934418004587156,0.0,0.011815332180303874,0.0,3.98
1953,9,69.33536969196636,69.7,93.44841094304172,35.5,96.7,0.006966262519768055,0.0,0.009526374084112742,0.0,5.39
1953,10,59.74544134581685,59.6,108.00223299792317,28.1,89.8,0.005386199151484901,0.0,0.004981363288653698,0.0,2.64
1953,11,48.39478951712753,48.7,126.03895133576982,0.5,79.2,0.006987179487179487,0.0,0.006085494991155394,0.0,2.91
1953,12,39.57134505845908,39.5,178.2051874477101,-16.2,80.4,0.009936528602815527,0.0,0.007601965372095529,0.0,3.07
1954,1,36.37362637362637,37.2,293.02348043144866,-34.1,76.8,0.008744581238078723,0.0,0.00580433725278135,0.0,2.17
1954,2,44.949365531891104,44.7,175.13655161554178,-13.2,82.0,0.006914483518212572,0.0,0.006421666879904348,0.0,5.08
1954,3,44.21505701887173,43.3,214.8070982987117,-4.1,84.7,0.007454732347592315,0.0,0.004363084598629547,0.0,1.61
1954,4,58.01955974842767,58.8,171.9330122282021,-4.9,88.7,0.009719289827255279,0.0,0.00806445770673388,0.0,3.86
1954,5,61.8967347351395,61.9,120.41672289662309,17.0,91.4,0.009557815268469301,0.0,0.007522054072391478,0.0,2.28
1954,6,72.07761170464713,74.0,114.21722715890165,30.3,101.5,0.008681513446867534,0.0,0.007872621816821534,0.0,3.46
1954,7,77.1948458869157,78.3,80.40385707754899,38.2,103.5,0.007582056892778993,0.0,0.006774086015463936,0.0,3.46
1954,8,74.5842759891488,74.4,87.73978550285989,41.0,100.6,0.010706047381546135,0.0,0.010367719056248424,0.0,3.03
1954,9,69.77551816887295,70.4,112.73421706402948,26.3,96.0,0.007960918204271394,0.0,0.01260054217028652,0.0,8.03
1954,10,58.88419494769074,58.2,165.9417564139681,20.8,89.5,0.007938490081347224,0.0,0.008411057088307338,0.0,4.29
1954,11,48.04875575073191,47.6,113.7992790498702,4.2,78.8,0.0072729948491537895,0.0,0.005133574007587756,0.0,1.97
1954,12,38.85209909132443,37.8,177.08988428787632,-11.9,77.2,0.007982097384057411,0.0,0.0051694344687909346,0.0,2.13
1955,1,36.045778471138846,36.1,220.31560015686284,-22.7,76.3,0.008155370177267987,0.0,0.0042978692771338005,0.0,1.42
1955,2,38.35130295429209,38.5,274.3739987202815,-23.5,78.0,0.01045331223151707,0.0,0.007120800702990564,0.0,2.6
1955,3,46.48228838148101,46.3,267.4350398396215,-15.4,81.8,0.008254573170731708,0.0,0.00458757730161866,0.0,1.57
1955,4,57.45230497613287,57.5,146.02421470374136,17.1,87.5,0.009221223373070159,0.0,0.007700917927321713,0.0,4.49
1955,5,65.37883544303797,66.0,113.62202940516127,28.6,92.1,0.010393147992137041,0.0,0.009895894849132447,0.0,3.58
1955,6,70.00431096799633,70.6,87.24989992116846,32.6,106.7,0.010567753167617759,0.0,0.008331472943403544,0.0,3.58
1955,7,76.75288038277512,78.5,68.15151955153281,33.9,101.2,0.011844594594594596,0.0,0.011475320957360445,0.0,2.99
1955,8,76.43682125974192,78.0,59.61585869966696,43.4,97.2,0.013934665571676249,0.0,0.025224068006985643,0.0,6.93
1955,9,69.6388145816942,71.3,112.22391985887091,33.2,99.8,0.009632613314447593,0.0,0.010582963731319624,0.0,4.8
1955,10,59.25641074490379,59.2,111.46201069067081,22.0,88.6,0.012525839241479458,0.0,0.017509568677057004,0.0,4.53
1955,11,45.187065359477124,45.7,244.94076934666643,-20.1,82.3,0.009680486131529942,0.0,0.007262179806389829,0.0,2.24
1955,12,37.75419195751138,37.3,260.39074436125446,-25.7,78.8,0.007369456190382535,0.0,0.004873380502861194,0.0,1.93
1956,1,36.96339684336289,37.3,210.05840166661545,-18.2,78.1,0.010589025524439391,0.0,0.006235866324360352,0.0,2.09
1956,2,39.71751888242765,39.6,277.8244530949814,-21.5,80.0,0.010895909465990805,0.0,0.0066523215147439585,0.0,3.27
1956,3,45.97432516870782,46.1,224.40968819670184,-10.9,83.8,0.010668526266852626,0.0,0.007490970178179427,0.0,2.95
1956,4,54.042744794688325,53.4,151.75695757649922,19.8,85.3,0.008530655391120507,0.0,0.005930786518109577,0.0,2.13
1956,5,64.95868285731987,65.6,137.94280517952515,27.1,93.6,0.011385841537740271,0.0,0.00857829306658591,0.0,2.52
